physics_score,chemistry_score,math_score,total_score,rank
0.0,24.23,3.79,28.01,4955
27.77,2.88,7.62,38.26,4956
0.0,6.66,8.68,15.34,4957
20.26,0.0,0.0,20.26,4958
1.58,1.56,0.0,3.15,4959
25.5,6.86,0.0,32.36,4960
7.61,0.0,15.56,23.17,4961
0.0,13.47,6.01,19.49,4962
0.0,26.82,14.58,41.4,4963
9.35,5.62,1.48,16.44,4964
6.13,0.31,0.59,7.03,4965
13.91,19.83,10.37,44.11,4966
12.57,20.2,1.99,34.77,4967
20.42,21.24,5.29,46.95,4968
9.39,27.19,7.47,44.05,4969
26.15,5.86,4.52,36.53,4970
0.0,31.36,16.56,47.92,4971
0.0,17.92,3.53,21.45,4972
8.5,0.0,15.17,23.66,4973
2.59,0.0,0.92,3.5,4974
11.41,15.91,23.78,51.11,4975
0.0,2.11,0.0,2.11,4976
24.88,7.77,15.5,48.15,4977
17.46,0.0,20.11,37.57,4978
7.86,19.05,0.0,26.92,4979
0.0,0.66,16.43,17.09,4980
18.01,0.0,9.91,27.92,4981
8.14,29.53,0.0,37.67,4982
6.47,22.08,2.81,31.36,4983
0.0,14.94,24.35,39.29,4984
4.62,7.15,11.41,23.18,4985
0.0,0.0,2.85,2.85,4986
9.01,2.99,35.87,47.87,4987
3.23,11.32,3.7,18.25,4988
7.1,13.98,4.82,25.9,4989
5.26,2.24,18.29,25.8,4990
0.0,9.46,12.32,21.77,4991
20.31,0.0,26.76,47.07,4992
9.58,12.46,12.15,34.19,4993
0.0,1.2,30.04,31.24,4994
16.53,16.59,11.06,44.17,4995
2.29,20.37,27.1,49.77,4996
0.0,0.0,26.46,26.46,4997
6.5,7.28,4.37,18.15,4998
23.52,0.0,0.0,23.52,4999
3.38,13.19,9.96,26.53,5000
6.24,9.38,1.31,16.92,5001
22.05,9.91,18.31,50.28,5002
23.2,21.63,1.47,46.3,5003
26.75,13.99,3.64,44.38,5004
20.25,24.12,0.43,44.8,5005
17.3,13.45,0.0,30.75,5006
9.41,21.46,20.6,51.47,5007
0.0,19.86,26.34,46.2,5008
5.38,17.74,15.74,38.86,5009
22.54,0.0,2.4,24.94,5010
21.05,18.97,9.04,49.07,5011
17.91,18.13,8.01,44.05,5012
0.0,4.51,3.87,8.38,5013
15.3,3.29,13.95,32.54,5014
0.0,13.39,2.87,16.27,5015
9.6,12.19,9.45,31.24,5016
4.44,22.85,0.0,27.29,5017
10.36,8.27,6.71,25.35,5018
0.0,12.76,0.21,12.97,5019
15.64,8.57,0.0,24.21,5020
16.89,22.89,0.0,39.79,5021
4.95,0.0,9.02,13.96,5022
14.87,13.61,6.6,35.08,5023
0.0,4.74,0.0,4.74,5024
0.0,7.12,1.02,8.14,5025
6.36,1.36,2.34,10.05,5026
0.0,19.52,4.9,24.43,5027
17.57,14.92,2.77,35.26,5028
0.0,20.55,15.73,36.27,5029
1.01,0.0,0.76,1.76,5030
19.97,15.32,5.83,41.12,5031
19.71,0.47,23.83,44.01,5032
14.23,0.19,2.34,16.76,5033
15.96,17.97,4.15,38.07,5034
8.03,0.0,5.25,13.28,5035
19.53,5.69,25.43,50.64,5036
17.26,0.0,11.73,28.99,5037
0.0,9.35,14.85,24.2,5038
0.57,4.71,0.0,5.28,5039
0.0,8.77,12.0,20.77,5040
25.03,16.06,3.02,44.11,5041
3.95,10.23,18.64,32.82,5042
12.55,21.22,2.26,36.03,5043
0.43,7.46,17.56,25.45,5044
0.0,0.0,16.88,16.88,5045
6.81,2.17,0.0,8.97,5046
25.89,0.86,4.38,31.14,5047
0.0,0.0,0.0,0.0,5048
20.78,13.68,4.95,39.41,5049
4.1,7.01,20.46,31.57,5050
0.0,4.55,1.57,6.13,5051
10.76,20.87,0.0,31.63,5052
1.84,16.7,21.9,40.45,5053
14.63,13.97,13.29,41.9,5054
11.98,3.34,29.53,44.86,5055
17.46,19.81,4.42,41.69,5056
17.55,18.5,8.03,44.08,5057
10.1,1.17,15.08,26.35,5058
16.79,0.0,0.0,16.79,5059
9.47,17.53,0.0,26.99,5060
9.15,0.0,15.9,25.05,5061
22.56,14.09,11.35,48.0,5062
18.77,19.61,11.7,50.07,5063
6.72,0.0,1.51,8.23,5064
5.1,2.79,19.65,27.54,5065
15.17,13.46,2.63,31.26,5066
6.63,4.51,23.36,34.5,5067
25.99,1.1,0.0,27.1,5068
13.89,6.78,5.67,26.34,5069
7.72,31.88,3.12,42.73,5070
5.26,0.05,0.0,5.31,5071
13.06,15.55,16.31,44.92,5072
20.33,24.79,0.0,45.12,5073
12.17,24.33,7.43,43.93,5074
23.77,3.33,3.96,31.06,5075
18.21,19.96,10.01,48.18,5076
7.57,8.68,22.47,38.72,5077
25.29,0.0,18.21,43.5,5078
4.54,24.4,22.41,51.34,5079
12.35,4.46,4.7,21.52,5080
7.12,7.49,23.97,38.58,5081
21.96,19.65,6.61,48.22,5082
9.54,13.41,0.0,22.95,5083
5.33,14.54,7.93,27.81,5084
8.34,7.11,14.73,30.19,5085
12.96,18.6,5.26,36.83,5086
0.0,2.9,0.0,2.9,5087
4.93,27.51,11.59,44.03,5088
0.0,6.25,13.95,20.2,5089
17.1,19.61,6.61,43.33,5090
0.0,6.4,11.64,18.04,5091
10.77,0.0,2.59,13.36,5092
21.7,9.45,14.9,46.06,5093
0.0,3.79,10.65,14.44,5094
17.49,1.0,0.0,18.48,5095
8.95,15.83,23.93,48.7,5096
12.98,0.0,0.96,13.94,5097
16.95,5.0,0.0,21.95,5098
15.43,19.69,11.87,46.99,5099
0.0,14.68,9.69,24.37,5100
25.64,10.43,7.4,43.47,5101
23.76,2.06,17.93,43.74,5102
13.43,26.12,8.9,48.45,5103
10.1,20.81,2.24,33.14,5104
7.17,13.99,1.75,22.9,5105
5.03,4.73,0.0,9.76,5106
0.0,17.03,28.47,45.51,5107
8.14,9.09,27.4,44.62,5108
13.55,3.49,24.34,41.38,5109
0.0,7.31,15.6,22.91,5110
2.85,14.0,7.14,23.99,5111
7.3,18.06,6.86,32.23,5112
4.51,0.0,3.56,8.07,5113
19.17,19.78,0.0,38.96,5114
9.22,9.56,10.4,29.18,5115
4.43,0.81,15.19,20.43,5116
4.71,0.0,16.48,21.19,5117
30.97,1.02,16.88,48.87,5118
9.9,0.0,0.0,9.9,5119
15.28,7.3,7.23,29.82,5120
5.45,13.44,19.09,37.97,5121
2.16,0.0,10.69,12.85,5122
16.65,13.39,4.51,34.55,5123
0.0,11.07,0.0,11.07,5124
2.01,15.01,18.69,35.72,5125
7.72,14.52,13.89,36.13,5126
11.24,26.3,5.91,43.46,5127
0.0,9.07,9.33,18.4,5128
15.18,0.0,5.04,20.22,5129
4.69,7.43,7.28,19.4,5130
0.0,13.96,0.0,13.96,5131
4.49,0.0,0.0,4.49,5132
5.42,7.02,6.5,18.94,5133
1.8,23.94,18.31,44.05,5134
7.73,3.3,0.0,11.03,5135
0.0,0.0,0.0,0.0,5136
1.96,0.0,8.0,9.96,5137
19.59,6.58,12.14,38.3,5138
5.94,0.0,0.0,5.94,5139
0.0,12.15,15.3,27.45,5140
8.61,7.34,10.64,26.59,5141
8.72,31.05,11.17,50.95,5142
2.23,21.64,12.24,36.11,5143
25.2,25.07,0.0,50.27,5144
6.93,9.22,18.47,34.62,5145
8.48,10.99,19.38,38.84,5146
13.29,17.45,6.54,37.28,5147
6.39,4.2,16.29,26.88,5148
10.97,12.0,0.0,22.97,5149
21.63,4.91,0.0,26.55,5150
5.51,21.37,17.61,44.49,5151
14.05,8.1,0.0,22.14,5152
11.1,0.0,12.72,23.82,5153
22.99,0.0,10.65,33.63,5154
0.0,4.77,2.16,6.93,5155
11.59,23.97,0.0,35.56,5156
5.29,8.78,15.36,29.43,5157
0.0,6.54,22.89,29.42,5158
0.0,11.13,9.68,20.81,5159
19.1,7.07,12.23,38.4,5160
0.0,0.0,12.52,12.52,5161
0.0,0.0,0.0,0.0,5162
11.76,15.79,10.32,37.86,5163
19.49,5.02,17.2,41.71,5164
4.51,24.6,8.17,37.29,5165
5.55,0.0,17.56,23.11,5166
0.0,1.01,7.16,8.17,5167
2.34,12.62,15.79,30.76,5168
12.68,16.06,3.83,32.58,5169
0.0,0.0,1.14,1.14,5170
0.0,0.0,3.23,3.23,5171
0.09,19.33,12.97,32.39,5172
5.08,0.0,0.0,5.08,5173
14.04,13.71,13.14,40.9,5174
15.48,2.77,24.58,42.83,5175
0.0,17.29,10.09,27.38,5176
0.0,0.0,0.16,0.16,5177
0.0,21.13,10.69,31.82,5178
11.99,0.0,27.7,39.69,5179
0.0,0.8,17.11,17.91,5180
5.94,13.2,2.72,21.86,5181
17.91,5.49,12.74,36.13,5182
17.76,0.0,10.91,28.67,5183
6.82,17.33,5.75,29.9,5184
0.0,6.58,0.0,6.58,5185
18.61,13.35,17.54,49.51,5186
4.3,16.48,11.34,32.12,5187
12.24,18.97,8.09,39.3,5188
2.29,6.12,1.71,10.11,5189
16.81,9.72,19.16,45.69,5190
8.76,0.0,0.55,9.32,5191
29.22,0.0,11.19,40.41,5192
25.42,8.81,14.96,49.19,5193
11.62,18.62,17.69,47.93,5194
18.11,10.52,20.62,49.25,5195
8.5,0.0,15.69,24.18,5196
0.0,2.28,4.06,6.35,5197
21.56,12.98,6.96,41.5,5198
0.0,12.01,16.36,28.37,5199
21.52,17.49,2.15,41.16,5200
6.91,14.31,13.65,34.86,5201
20.99,10.05,0.0,31.04,5202
9.87,9.65,5.41,24.93,5203
10.88,0.0,22.69,33.57,5204
0.99,1.97,0.0,2.96,5205
27.99,0.0,14.31,42.3,5206
0.0,1.64,25.45,27.08,5207
0.0,11.86,18.93,30.8,5208
11.64,0.0,20.31,31.94,5209
8.19,23.71,9.27,41.18,5210
9.96,0.0,0.0,9.96,5211
0.88,7.98,32.57,41.43,5212
20.13,16.74,8.78,45.65,5213
4.88,0.0,19.64,24.52,5214
4.23,10.49,20.87,35.6,5215
19.5,17.59,5.05,42.14,5216
0.0,0.0,24.76,24.76,5217
19.55,20.31,7.67,47.53,5218
2.78,11.74,31.25,45.78,5219
18.38,10.66,11.34,40.37,5220
0.0,0.0,21.29,21.29,5221
4.41,0.0,11.32,15.73,5222
11.31,19.34,0.0,30.65,5223
0.0,17.55,0.0,17.55,5224
16.69,18.33,5.49,40.5,5225
0.0,0.0,0.0,0.0,5226
16.94,2.04,22.47,41.44,5227
19.83,12.16,12.83,44.82,5228
20.91,9.15,13.8,43.87,5229
0.0,3.59,17.89,21.49,5230
0.0,25.3,24.27,49.57,5231
0.0,0.0,0.0,0.0,5232
9.56,15.86,0.0,25.41,5233
18.1,0.0,1.28,19.38,5234
11.61,6.13,11.13,28.88,5235
14.21,0.0,3.3,17.51,5236
10.72,11.14,0.0,21.86,5237
5.3,0.0,13.47,18.77,5238
1.88,6.71,21.5,30.09,5239
5.12,17.73,20.5,43.35,5240
0.0,4.15,18.81,22.97,5241
5.46,0.0,2.44,7.9,5242
26.47,13.78,7.86,48.11,5243
0.0,11.87,14.44,26.31,5244
6.34,7.61,17.14,31.09,5245
7.82,12.99,13.23,34.05,5246
2.24,17.07,9.97,29.28,5247
0.0,1.54,0.0,1.54,5248
8.38,5.22,12.81,26.41,5249
10.37,0.0,0.0,10.37,5250
23.81,5.79,0.0,29.6,5251
14.29,14.27,13.21,41.77,5252
18.09,9.44,9.08,36.61,5253
4.35,12.61,20.87,37.83,5254
0.0,0.45,10.78,11.24,5255
6.82,13.21,0.0,20.03,5256
5.49,7.27,25.39,38.14,5257
14.13,15.4,18.83,48.37,5258
2.2,0.0,0.6,2.8,5259
1.16,0.0,8.67,9.82,5260
16.75,22.19,8.64,47.58,5261
18.57,6.7,12.9,38.16,5262
4.98,23.79,0.0,28.78,5263
20.82,10.35,5.13,36.29,5264
23.46,1.94,7.44,32.83,5265
21.36,27.79,0.27,49.42,5266
2.7,5.26,3.61,11.57,5267
10.5,1.0,8.12,19.63,5268
8.18,16.4,9.75,34.33,5269
7.43,7.94,26.83,42.2,5270
6.2,17.49,17.32,41.01,5271
19.16,4.38,3.86,27.41,5272
0.0,25.58,2.98,28.56,5273
4.9,13.1,20.78,38.78,5274
23.78,7.55,5.66,36.99,5275
2.86,0.0,2.31,5.17,5276
12.24,0.0,19.58,31.83,5277
0.0,19.33,8.73,28.06,5278
9.79,2.81,0.2,12.8,5279
3.55,3.7,0.0,7.25,5280
0.0,0.0,5.4,5.4,5281
11.24,9.02,2.11,22.37,5282
14.79,23.28,8.14,46.22,5283
18.26,2.45,16.04,36.75,5284
15.29,5.94,27.43,48.66,5285
0.0,0.0,0.0,0.0,5286
4.94,0.0,8.21,13.14,5287
12.13,4.27,0.0,16.39,5288
4.37,0.0,2.6,6.97,5289
8.81,33.11,3.91,45.83,5290
0.78,21.65,16.81,39.23,5291
0.29,2.14,6.9,9.33,5292
16.94,0.0,9.95,26.89,5293
8.44,8.11,15.33,31.88,5294
16.5,2.97,2.7,22.17,5295
0.0,0.61,0.0,0.61,5296
4.42,0.0,0.0,4.42,5297
7.72,0.0,5.74,13.47,5298
16.11,8.54,23.48,48.12,5299
27.56,5.72,16.32,49.6,5300
3.67,16.68,17.73,38.08,5301
3.95,6.72,26.91,37.58,5302
0.0,13.68,0.0,13.68,5303
0.0,33.43,0.0,33.43,5304
0.0,5.46,0.0,5.46,5305
12.03,9.97,10.62,32.63,5306
23.16,0.32,15.6,39.08,5307
14.15,6.87,22.67,43.69,5308
11.22,21.47,4.15,36.85,5309
3.13,24.38,10.35,37.85,5310
3.64,13.77,5.23,22.65,5311
9.18,19.58,12.54,41.3,5312
7.46,0.16,32.1,39.72,5313
21.18,5.35,0.0,26.53,5314
0.0,18.8,6.9,25.7,5315
0.0,0.0,0.0,0.0,5316
18.67,16.67,10.86,46.21,5317
16.18,13.22,19.66,49.06,5318
27.24,1.1,6.21,34.55,5319
17.77,13.16,11.78,42.71,5320
0.0,2.08,0.0,2.08,5321
6.0,19.0,11.47,36.47,5322
11.6,17.95,0.0,29.55,5323
5.38,8.89,14.28,28.55,5324
15.66,21.48,10.58,47.72,5325
13.59,0.0,9.73,23.32,5326
16.65,14.43,4.91,35.99,5327
13.4,6.78,0.0,20.18,5328
5.06,12.2,10.56,27.82,5329
13.78,16.63,0.0,30.41,5330
6.73,4.38,16.02,27.14,5331
14.97,18.0,7.85,40.82,5332
22.63,8.85,11.37,42.86,5333
5.34,7.67,0.0,13.01,5334
18.19,0.0,7.57,25.76,5335
13.68,29.2,0.0,42.88,5336
0.25,0.0,0.0,0.25,5337
12.49,2.03,5.16,19.68,5338
0.0,23.86,20.87,44.73,5339
8.22,0.0,0.0,8.22,5340
14.21,7.74,0.0,21.96,5341
7.37,13.29,5.41,26.07,5342
22.91,3.87,7.04,33.81,5343
0.0,0.0,0.0,0.0,5344
2.68,11.29,18.21,32.18,5345
0.0,29.38,4.82,34.19,5346
10.84,14.16,0.0,25.0,5347
19.67,13.24,0.0,32.91,5348
43.98,4.84,0.0,48.81,5349
0.0,5.57,15.42,20.99,5350
12.38,10.52,22.96,45.85,5351
15.65,15.44,3.85,34.94,5352
13.03,5.89,8.6,27.52,5353
4.48,13.21,9.61,27.31,5354
16.31,22.87,7.45,46.63,5355
3.83,16.3,13.96,34.09,5356
9.43,9.8,7.61,26.84,5357
7.32,0.0,12.09,19.41,5358
0.0,1.83,0.0,1.83,5359
17.34,3.23,29.43,50.0,5360
14.38,0.0,34.99,49.37,5361
16.48,0.0,0.0,16.48,5362
8.67,15.31,3.71,27.69,5363
1.91,0.0,0.0,1.91,5364
3.16,0.0,16.78,19.95,5365
2.11,13.22,15.4,30.73,5366
5.71,0.0,0.0,5.71,5367
13.6,3.57,0.0,17.17,5368
4.4,0.62,34.1,39.11,5369
0.0,7.59,10.69,18.28,5370
18.65,8.99,3.8,31.45,5371
6.08,20.91,11.14,38.13,5372
30.22,0.0,15.13,45.35,5373
13.39,17.52,20.75,51.65,5374
12.24,14.62,14.4,41.27,5375
15.23,9.79,0.0,25.02,5376
16.5,15.18,16.05,47.73,5377
0.0,15.44,13.44,28.88,5378
19.18,3.77,26.71,49.67,5379
7.92,13.14,0.0,21.06,5380
24.76,22.73,0.56,48.05,5381
19.5,0.0,29.04,48.54,5382
0.0,15.45,5.17,20.62,5383
0.0,28.42,0.0,28.42,5384
0.0,8.96,13.0,21.95,5385
8.09,16.46,21.63,46.17,5386
18.46,15.99,12.65,47.1,5387
2.36,0.12,1.32,3.8,5388
13.31,17.96,11.76,43.03,5389
5.43,0.0,14.41,19.84,5390
27.86,15.71,0.63,44.21,5391
0.0,31.32,16.16,47.48,5392
0.0,7.26,1.42,8.68,5393
0.0,20.66,29.24,49.9,5394
0.0,4.4,0.0,4.4,5395
18.06,11.3,1.9,31.26,5396
15.51,1.02,3.75,20.28,5397
18.74,6.21,13.81,38.77,5398
26.19,4.07,15.89,46.15,5399
23.08,3.38,23.84,50.31,5400
12.37,0.0,5.83,18.21,5401
13.39,0.0,0.0,13.39,5402
2.77,12.43,17.83,33.03,5403
10.96,17.44,6.12,34.52,5404
12.49,13.28,14.36,40.14,5405
0.0,10.12,15.19,25.32,5406
6.94,0.0,7.5,14.44,5407
15.93,1.49,0.0,17.42,5408
13.52,7.33,23.1,43.95,5409
9.53,4.12,9.18,22.82,5410
18.04,18.34,0.37,36.76,5411
9.78,8.03,12.29,30.1,5412
20.94,10.91,0.0,31.85,5413
0.0,18.52,13.71,32.23,5414
25.08,0.0,17.02,42.1,5415
8.3,12.66,0.0,20.96,5416
7.09,0.14,0.0,7.23,5417
16.05,12.94,1.99,30.99,5418
0.0,1.03,0.0,1.03,5419
0.0,0.0,1.93,1.93,5420
0.0,17.45,5.86,23.31,5421
13.69,14.56,3.14,31.4,5422
0.0,4.15,6.14,10.29,5423
15.28,11.64,11.85,38.77,5424
6.95,10.6,6.88,24.43,5425
7.74,3.55,10.26,21.55,5426
8.76,7.74,22.76,39.27,5427
0.86,7.93,12.24,21.03,5428
6.89,2.61,17.07,26.57,5429
6.35,15.66,10.21,32.22,5430
0.0,2.87,11.54,14.41,5431
0.0,10.54,15.28,25.82,5432
11.29,6.76,4.11,22.16,5433
22.0,0.0,3.63,25.63,5434
19.04,0.0,1.29,20.33,5435
0.0,0.0,2.02,2.02,5436
21.11,19.55,8.55,49.21,5437
6.32,11.49,3.92,21.73,5438
8.69,24.26,4.97,37.92,5439
16.4,14.32,2.33,33.05,5440
12.96,7.23,18.18,38.37,5441
11.2,0.0,0.0,11.2,5442
0.09,0.0,12.31,12.4,5443
8.66,6.64,0.0,15.3,5444
10.13,3.93,26.15,40.21,5445
31.19,0.0,8.72,39.91,5446
30.38,3.45,15.88,49.71,5447
10.15,4.94,8.19,23.28,5448
3.23,0.0,0.0,3.23,5449
6.4,21.45,18.71,46.56,5450
0.0,26.75,9.67,36.42,5451
11.6,9.26,15.97,36.83,5452
0.0,10.08,9.97,20.05,5453
11.2,22.12,11.56,44.88,5454
4.16,14.43,28.56,47.14,5455
20.88,5.22,6.52,32.62,5456
15.13,0.0,14.72,29.84,5457
0.0,4.41,13.46,17.87,5458
26.11,9.54,9.97,45.61,5459
18.63,5.77,14.85,39.24,5460
3.86,1.91,7.82,13.59,5461
13.2,20.7,3.84,37.74,5462
18.14,20.96,9.71,48.81,5463
0.0,0.0,9.15,9.15,5464
14.35,14.99,16.87,46.2,5465
16.45,2.19,19.04,37.69,5466
25.86,14.98,5.1,45.94,5467
15.42,1.38,9.33,26.13,5468
22.89,12.43,0.0,35.31,5469
15.92,12.52,12.09,40.54,5470
12.97,10.56,13.04,36.57,5471
0.0,6.81,0.25,7.06,5472
7.03,0.27,21.32,28.62,5473
1.49,0.0,18.88,20.37,5474
0.0,8.54,6.7,15.24,5475
5.19,1.5,37.76,44.45,5476
12.78,22.1,8.42,43.3,5477
0.0,8.55,12.83,21.38,5478
9.32,14.07,25.32,48.7,5479
0.0,9.95,20.13,30.08,5480
15.58,12.75,2.57,30.9,5481
0.0,14.74,19.87,34.61,5482
0.0,0.0,6.2,6.2,5483
6.45,15.46,12.53,34.44,5484
16.06,9.4,17.35,42.81,5485
0.0,2.62,0.0,2.62,5486
17.91,10.43,19.63,47.97,5487
11.15,17.69,8.96,37.8,5488
5.6,12.66,15.43,33.69,5489
19.74,0.0,19.54,39.28,5490
20.32,0.0,19.43,39.75,5491
16.74,1.78,16.31,34.83,5492
7.11,9.54,33.82,50.47,5493
12.72,6.73,13.49,32.94,5494
14.52,0.0,2.62,17.13,5495
0.0,3.85,9.39,13.24,5496
0.0,3.75,25.98,29.73,5497
7.75,0.0,0.0,7.75,5498
19.89,10.27,8.37,38.53,5499
21.64,11.09,17.47,50.2,5500
2.02,0.0,4.33,6.35,5501
6.43,2.02,0.91,9.36,5502
16.01,2.48,0.0,18.49,5503
10.71,12.83,10.48,34.01,5504
2.34,6.79,0.0,9.12,5505
0.0,33.81,8.53,42.34,5506
0.0,0.0,14.12,14.12,5507
2.15,0.0,0.0,2.15,5508
10.46,21.46,7.44,39.36,5509
13.8,8.4,10.04,32.25,5510
0.0,10.67,0.0,10.67,5511
18.83,11.15,12.05,42.03,5512
14.7,16.34,16.33,47.37,5513
7.86,4.56,18.25,30.68,5514
28.65,0.0,11.63,40.28,5515
11.41,0.0,17.84,29.25,5516
28.04,11.76,4.78,44.57,5517
23.51,14.27,7.19,44.97,5518
0.0,0.01,0.0,0.01,5519
21.64,0.0,10.84,32.48,5520
8.04,0.0,5.89,13.93,5521
12.73,0.0,15.64,28.37,5522
0.0,10.03,5.41,15.44,5523
28.97,3.88,9.76,42.61,5524
0.0,0.0,0.0,0.0,5525
0.61,13.26,20.23,34.1,5526
12.43,18.06,11.78,42.26,5527
4.34,5.54,9.89,19.78,5528
0.0,12.73,0.0,12.73,5529
25.67,14.15,5.7,45.52,5530
3.25,4.99,19.76,28.0,5531
8.1,23.67,14.69,46.46,5532
22.22,6.94,10.78,39.94,5533
3.03,7.56,7.9,18.49,5534
2.23,2.16,23.76,28.15,5535
13.83,19.37,10.77,43.97,5536
0.0,0.78,0.0,0.78,5537
3.55,0.0,0.0,3.55,5538
7.3,29.88,0.0,37.17,5539
19.93,22.86,4.31,47.1,5540
12.71,7.43,0.0,20.14,5541
0.0,0.0,0.0,0.0,5542
8.33,16.87,12.99,38.19,5543
16.25,3.29,0.74,20.29,5544
14.37,7.94,25.12,47.44,5545
13.76,12.56,4.08,30.4,5546
0.0,0.0,1.34,1.34,5547
27.59,11.88,10.93,50.4,5548
0.0,18.12,20.76,38.88,5549
4.22,0.0,0.04,4.26,5550
0.0,25.09,18.36,43.45,5551
25.83,23.19,0.0,49.01,5552
12.37,24.51,5.27,42.14,5553
22.33,10.86,15.74,48.93,5554
10.47,18.47,8.65,37.59,5555
1.4,27.77,0.0,29.17,5556
3.56,12.17,22.03,37.76,5557
9.88,15.29,0.0,25.17,5558
12.39,24.35,0.0,36.75,5559
21.0,10.75,5.35,37.11,5560
7.01,5.37,12.83,25.21,5561
4.59,5.64,0.0,10.22,5562
24.49,7.58,14.12,46.19,5563
7.29,5.41,5.07,17.76,5564
14.28,18.7,16.0,48.99,5565
3.68,22.22,22.57,48.47,5566
2.9,6.44,11.01,20.36,5567
15.39,14.07,11.12,40.59,5568
15.58,18.53,0.0,34.11,5569
0.0,8.33,23.26,31.59,5570
11.81,10.21,0.0,22.02,5571
16.97,9.79,22.95,49.72,5572
7.33,10.01,25.25,42.59,5573
17.69,3.17,0.0,20.86,5574
10.47,25.77,9.6,45.84,5575
16.72,0.0,12.27,28.98,5576
7.63,0.0,12.06,19.69,5577
9.5,0.0,9.12,18.62,5578
3.48,18.0,2.19,23.67,5579
24.17,7.66,9.07,40.9,5580
20.03,0.0,22.82,42.85,5581
8.92,0.0,13.77,22.69,5582
9.11,13.65,21.21,43.96,5583
20.17,13.74,14.05,47.96,5584
14.62,5.03,22.37,42.03,5585
6.65,16.71,24.18,47.54,5586
18.02,23.3,6.4,47.71,5587
0.0,0.29,0.0,0.29,5588
1.19,0.0,0.0,1.19,5589
8.93,21.45,14.6,44.98,5590
29.98,0.0,0.82,30.8,5591
26.35,10.49,11.19,48.04,5592
2.68,0.0,0.0,2.68,5593
23.16,3.63,3.29,30.08,5594
23.03,23.27,0.38,46.67,5595
18.78,7.49,1.69,27.96,5596
0.0,7.92,6.39,14.31,5597
10.22,17.72,0.0,27.94,5598
11.92,1.02,0.0,12.93,5599
4.03,17.64,14.87,36.54,5600
7.31,20.99,12.11,40.4,5601
0.0,15.58,24.17,39.75,5602
15.83,7.15,28.52,51.49,5603
0.0,6.18,0.0,6.18,5604
13.92,5.97,0.0,19.89,5605
13.79,0.0,15.81,29.6,5606
0.0,23.95,19.91,43.86,5607
7.82,0.0,0.0,7.82,5608
1.68,8.05,13.36,23.08,5609
15.08,10.6,0.7,26.38,5610
0.0,0.0,0.0,0.0,5611
18.28,0.0,20.87,39.15,5612
8.8,2.49,38.24,49.53,5613
8.14,23.07,14.79,46.0,5614
28.14,7.95,12.47,48.57,5615
15.93,0.0,2.54,18.48,5616
12.37,15.08,2.89,30.34,5617
11.68,14.8,2.39,28.87,5618
3.45,3.93,18.69,26.07,5619
6.77,0.0,0.0,6.77,5620
25.01,16.05,2.53,43.59,5621
0.0,9.27,0.0,9.27,5622
3.59,6.62,2.54,12.75,5623
0.0,2.46,16.07,18.52,5624
7.48,15.81,5.58,28.88,5625
0.0,15.99,25.99,41.97,5626
32.82,8.96,5.97,47.75,5627
0.0,0.36,1.6,1.95,5628
19.08,9.94,21.1,50.12,5629
0.0,3.5,15.52,19.02,5630
0.0,0.0,0.0,0.0,5631
8.36,22.59,18.42,49.36,5632
15.88,18.82,10.69,45.39,5633
6.75,21.71,4.83,33.29,5634
11.47,14.64,0.0,26.11,5635
13.09,16.27,7.77,37.12,5636
8.21,0.0,6.03,14.24,5637
28.56,7.45,8.24,44.25,5638
0.0,0.0,17.31,17.31,5639
3.17,24.03,12.18,39.39,5640
22.9,24.79,0.0,47.69,5641
12.52,16.94,13.16,42.62,5642
10.58,6.57,21.7,38.85,5643
4.45,3.67,17.44,25.56,5644
0.0,1.59,5.79,7.39,5645
19.07,13.3,1.17,33.54,5646
13.92,9.54,0.0,23.47,5647
5.28,17.2,7.25,29.72,5648
10.8,5.52,1.27,17.6,5649
14.77,7.45,7.25,29.47,5650
19.95,16.16,1.72,37.84,5651
5.11,4.04,9.33,18.48,5652
13.91,14.72,4.32,32.95,5653
15.03,13.57,11.73,40.33,5654
0.0,3.59,0.0,3.59,5655
24.93,11.18,8.74,44.85,5656
0.84,24.45,23.54,48.83,5657
25.44,18.34,4.64,48.42,5658
6.82,13.1,10.45,30.37,5659
0.0,9.54,7.45,16.99,5660
12.36,10.9,16.29,39.55,5661
4.67,11.57,0.0,16.23,5662
9.77,0.0,30.29,40.06,5663
0.0,5.32,12.72,18.04,5664
7.78,31.06,10.79,49.63,5665
0.0,0.0,6.38,6.38,5666
0.0,12.03,24.31,36.33,5667
26.21,0.11,7.98,34.3,5668
14.65,19.16,2.4,36.21,5669
1.23,0.0,12.48,13.72,5670
18.26,13.31,11.18,42.75,5671
9.43,9.59,4.22,23.25,5672
10.65,7.07,8.16,25.88,5673
19.19,9.47,0.0,28.66,5674
3.43,0.9,0.39,4.72,5675
10.71,17.27,5.72,33.7,5676
6.69,0.0,25.55,32.25,5677
16.75,6.02,9.92,32.69,5678
18.3,8.6,19.64,46.54,5679
0.0,0.0,2.46,2.46,5680
1.37,24.35,0.0,25.72,5681
11.48,17.19,16.41,45.08,5682
15.73,12.04,12.56,40.34,5683
3.45,7.89,16.2,27.53,5684
9.01,0.0,16.85,25.86,5685
0.0,2.83,6.58,9.41,5686
18.3,10.75,12.53,41.58,5687
8.7,19.0,18.19,45.89,5688
3.83,25.96,0.0,29.79,5689
